	text	level
	لا تحزنو فهذا ابتلاء من الله عز وجل هل سنصبر ام سنكفر !! ان شاء الله الامام المهدى هيظهر واحفاد الصحابة(تنظيم الدولة) سيسيطر على مشارق الار	-1
	التحالف عود داعش أن لا يقصف عندما تتقدم و لكن ها هو يقصف مع تقدم الأكراد يعني لم يتوقعوا أن يتغير هكذا.يعني كل اللوم على هذا التحالف الذي تغير و لا ندري لماذا؟ يا تحالف شو صار لك؟ ما كنا مناح؟	-1
	سنعلم من هو الكلوركس . وقد تكون فكره قتل جديده و مميزه	-1
	الله لم يعد الملحدين بالنصر . حاشاه . بل وعدهم باخزي والعار . وجهنم وبئس المصير .	-1
	من يرفع إصبعه ويهددنا سنقص له ذراعه كي يبقى يده الثانية دائماً في جيبه	-1
	أبطال يا احفاد صلاح الدين ... اقسوا على خوارج العصر الدواعش ولاترحموهم فأنهم ارتكبوا اشنع الجرائم بحق خلق الله وأديانه ... سووهم طحين	-1
	تركيا تستحق الكرد فكل منهما أخبث وأرخص من الأخر	-1
	محلل عسكري ذو خبرة ؟؟	0
	هاهاهاها... هل دخلت المدرسة فی حیاتک؟! هاهاهاها...	-1
	أخبث وأحقد قناة على دين الله وعلى المجاهدين. قناة إخوانجية صهيونية وهذا رأي كل مسلم شريف. أنشر الرأي الأخر	-1
	تقية نتنة.	-1
	الجزیرة کذابة و ایضا العربیة	-1
	هلا برجال الحق مبردين الكبود الله ينصر الدوله ع اولياء بشار .	-1
	حلوة عبارة  وبين من وصفهم بالإرهابيين وانتم ماذا تصفونهم  الملائكة والا الصحابة في عهد الرسول عليه الصلاة والسلام	-1
	ذكرتني , يوجد عن اهل مصر النائحة المستأجرة , لكن هل وصلت الاردن	-1
	و هل تعتقد أن المسلمين سيأخذون دينهم من عرابي الديانة الشيعية في قم و طهران؟	-1
	لا يفر إلا المنافقين الذين يعرفون مصيرهم الذي وعدهم ربهم وها نحن نرى احدهم	-1
	لله درك يا حوراني ، نعم التعليق .. شتان بين الهديل والنعيق وبين الصهيل والنهيق .	-1
	يفر و يهرب فقط من هم أمثالك	-1
	السيسي سيهرب الى اسرائيل لان الدولة ستكون في الجزيرة حينها ان شاء المولى القدير.	-1
	مادام لم يدخلون علىالاسدالصهيونىبدمشق فهكذاسيظلون السوريون تحت قصف الكيان الصهيونى ومدعوم ومحمىمن الصهيونيين  اما اقول للذلك تنظيم الدولة اتحداك ان تدخل لدمشق	-1
	طبعٍ ألمجوس ألفرس أمثالك يحلمون لأن شيطانكم ألأكبر يوعدكم كثير لماذا هرب شيطانكم لأن جيش محمد أذقه ألعلقم وترك كلابه للعوئ وألطم؟؟؟؟	-1
	يا مغفل لقد تم تسليم المدينتين المذكورتين الى داعش ليأتي امثالك من الحمقى ويرددوا هذه الترهات الغبية عن قوة وزخم هذا التنظيم الاستخباراتي .... روح العب غيرها يا شاطر	-1
	أؤكد لك أنك صهيوني كونك تدعم مجرما يذبح شعبه.	-1
	أمثالك في دولة الخلافة يرمونهم من العمارات.	-1
	رمضان .... أنت شارب حاجة؟	-1
	بوادر النجاح بدأت تضهر لكن يجب إستئصال سرطان إيران بتوجيه ضربات عسكرية لطهران لإ ستعادة كل من العراق سوريا لبنان و ضمان أمن دول الخليج الهدد من طرف الصهاينة إيران الشيطان الأكبر	-1
	كانت صلاحيات محمد بن نايف في وزاره الداخليه اليمنيه فقط الان في وزاره الداخليه والخارجيه والدفاع والمياه الاقليميه والسماء ويفتش السفن ويفتش الطائرات ويمن اشياء اخرى .	0
	اذا سلمى الجمل بتقدم كل يوم الاخبار تاكد ان اخبارك كلها سعيده ما احلاكي ياسلمى الجمل .	0
	ما يصح الا الصحيح ..    الحوثيين و المواليين للرئيس المخلوع في طريقهم الى مزبلة التاريخ .	-1
	إلى جهنم وبئس المصير للذين يتآمرون وينفذون أوامر حكومات ربطت مصيرها بمصير أعداء الشعوب الفقيرةِ والمنكوبه.	-1
	أحلى خبر سمعته لهذا اليوم ,  الحمدلله الأمة لا تزال بخير و الأمة ضمائرها صحت , و لا يزال بها غيرة على هذه الدين .	0
	هذا خائن للامانة والشرف العسكري حتى وان كان برتبه فريق	-1
	ان شاء الله بنسمع خبر السيسي وبشار وعبدلله بهاي الطريقة	-1
	الإسلام هو أن تاتي بعساكر الأمريكان لقتل المسلمين مش هيك إسلامك	-1
	نشمي أسد ابن أسد والنشامي مايقبلون الضيم.ثارت للامه كلها يا مغوار نحبك في الله ونحسبك عند الله شهيدا.	0
	العمليه التي نفذها الشهيد أبو زيد رحمه الله تؤكد ان الدوله الاسلاميه في عقر دار بني صهيون وتأتي للدلاله ان الدوله باقيه وتتمدد رغم أنف الملك واسرائيل.	-1
	سوف يخرج علينا واحد أخو نجي  ويقول الانقلاب الانقلاب هو السبب والسيسي وراء سحب الطلب !	-1
	ذنب الكلب بضلو أعوج !!	-2
	آیت الله السید باراک حسین اوباما	-1
	"هذه ""بصقة"" امريكية جديدة في وجه عرب امريكيا!!"	-1
	أضحكتني يرحمك الله…  فعلا الطياريين السعوديين يشكلون خطرا علي اسرائيل !!	-1
	ههههههههههه  حصون النظام بدرعا قال اقتحم بنايتين  والله مهذلة العنوان	-1
	هكذا ترغمنا الخمينية الفارسية الصفوية بالدفاع عن أنفسنا، ولاكن سنكون لهم بالمرصاد.	-1
	الفطرة! لهذا تم إرضاع قدوتنا أربع سنوات	0
	هذه الخبر( احتجاجات ) کذب. ایران دولة  دموکرات و قدرة  العظما فی الشرق الاوسط وسط دول الدکتاتوریة	-1
	فصور تلك المراة العفيفةالكرديةالتىفضلت الانتحارلان يغتصبهاضابط ماجوسى جالت كل العالم ليروا تلك ايران التىتتدعىاسلامية	-1
	أندونيسيا و بلدان متخلفة  وغير متحضرة مثل السعودية والسودان وأفغانستان  يحق لهم أن يفعلو مايشاؤ !!. على استراليا و إتحاد أوروبي أن يتفهمو وضع ؟	-1
	وزيرة تربية يهودية عينها فخامة بوتفليقة رئيس الفساد.. يا أولاد فرنسا موعدكم الصبح.	-1
	يا من تدافع عن اللغة العربية في تدخلك هذا مالايقل عن ثلاث أخطاء نحوية	0
	ومت مصير الأجانب في الجزائر؟ ياكلو الرَّهج.	-1
	عادي من مدام بناتي أبناتي: بعد إختبار في مادة الشاب خالد والمثبًرة في الاستيمارية.	-1
	عقدة المغرب مستمرة...لا يضاهيها الا عقدتكم من التاريخ	0
	بل نحن حرب على الصوفية والتصوف لاابقاهما الله في ارض كوردستان. اشهر من تصدى الصوفية وعباد القبور الكوردي ابن تيمية رحمه الله رحمة واسعة	-1
	نحن کاکراد ایران نوید و نحب السید مسعود و اباه الشیخ مصطفی البرزانی -رضوان الله علیه- و مقایسته مع نوری الهالکی لیست صحیحا انه استبدادی بامتیاز استبداده اسود من استبداد صدام الحسین	-1
	عيب هذا الكلام يا (كاكا)هؤلاء مهاجرين  مستضعفين فهل انت من الانصار ام من (كفار قريش)حاشاك وحاشا الكرد ما عهدناهم الا كرماء اصلاء شرفاء ،ولا اظن الكرد سيقبلون كلامك ،ارجوك ان تسحبه وتعتذر منه الان!	-1
	احمد مطر لم ينتقد طلم حكومته وطائفيتها ذلك لانه لم بخرج عن الاحرف الثلاث وهي شيعي شيوعي وكذلك مطفر النواب بل هذا التواب شتم السنه بشعره لانه شيعي شيوعي كل اشعارهم كانت عكس بما يؤمنون به	-1
	بسم الله الرحمن الرحيم... لقد كان تعليقي اظهارا لقدرة شاعر فذ فليس هناك تحريض فلماذا لم ينشر تعليقى؟؟؟؟؟؟!!!!!	0
	ليون لم يذكر مصر... ده كلام مراسل الجزيرة و لو فيه دول تبقى كما قال الرئيس الوزراء الليبى عدة مرات قطر و تركيا التى تمد قوات فجر ليبيا بالسلاح	-1
	فلوس الرز قادمة من الإمارات لإستكمال المخطط	-1
	وداعاً يا أسد قد أثلجت صدورنا ونظفت شواطئنا نسأل الله اللحاق بك	0
	الثورة السورية المباركة ثورة اسلامية واللقاء في حلب بعد دعس النظام و(...) قريب قريب قريب	-1
	ياليت تجيبون لنا برنامج عن صقر العربيه، صقر الجزيره العربيه، له خصائص تختلف عن غيره من الصقور، وليتمتم من يتمتم وليتلعثم من يتلعثم	-1
	التحالف الصليبي لا يقتل سوى المدنيين السنة و اما الشيعة فهم اخوتهم	-1
	يارب انصر جيش الخليفة	0
	بسم الله والحمد لله. صدق عباس وهو كذوب	-1
	والله يمكن لو صار يماوي زي البس كان اشرفله من الي حكاه	-1
	بالله عليك. ..ما عرفتك...انت اصلا بهائي. ..والأقصى ما بعنيك	-1
	بعد هالتصريح نتنياهو سحل بنطاله من خوفه من عباس...	-1
	وهل تنتظر حماس أن ينطق سخيف العرب وتاجر الأسمنت بحكيم القول ودرر الكلام ؟؟!!	-1
	لو كان حقا ماتقوله الجزيرة من تقدم المقاومة الشعبية في اليمن و في سوريا لأصبحت هده المقاومة على أبواب البحر الأطلسي.!!!!!!!	-1
	أنصح المواطن العربي أن يشاهد قناة صفا الفضائية على النايل سات ليكتشف حقائق صادمة حول إيران وأذنابها من العرب الشيعة بالدليل والبرهان بالصوت والصورة وسيكتشف عجب العجاب.	-1
	لو تتفرج على الميادين و العالم و المنار ترى العجب العجاب .	0
	شوف اقلك كلام ف(اسرائيل)الصهيونية جاء اكثرمن صهيونيتهاويدعون الاسلام وكل من يدعىالاسلام اعلم انه صهيونى ولان الا الاسلام الذ ىيغطى وجهه الصهيونى	-1
	مبروك على السعودية و اشباه العرب بعودة دولة اليمن الجنوبي	-1
	لم يعد احد يهتم لا برابعة ولا بالاخوان ، كفى محاولات ركيكة لتبجيلهم و اعادة ذكراهم	0
	لعنة الله على المجرم بشار و جنده الكافرين دنيا و أخرة لكم يوم يا سفاحين يا قتله	-1
	مشركى الشيعة يبيدون اهل السنة بمساعدة اسرائيل و امريكا و الغرب و ايران اللهم انصر اخواننا المجاهدين فى سوريا الحبيبة اللهم الف بين قلوب اخواننا المجاهدين	-1
	سته مدري سبعه أشهر ولا رأينا أي تقدم للتحالف وبالأخير تقصفون قوارب الصيد في الحديده والأهالي في تعز؟ استحوا عيب!	0
	اصبح زواج متعه لمن يدفع ويشيل هذا عراق الاحتلال	-1
	تصحيح:مع الأسف على بلاد الرافدين وليس بلاد الفرس عليهم غضب الله.	-1
	يعني زواج متعه كما قالها السستاني هههههه	-1
	البلاء اجه من ورا ال صباح تبعونك......	-1
	و لماذا لم تكن أجواء السعودية و تركيا و قطر ممرات لدعم السوريين ؟	-1
	بليز بليز جاست منت اللغه العربيه بخير جاست بعض الذين يحاولون تشويه لغه الضاد هم قله فلا حاجه للخوف ههههه	-1
	حسن جدا ؛ و من آبتغى غيرها مما أرضعته أمه فأولائك هم العادون ٠	0
	بل تربص برمضان ٠ ـ كيف تكون أم كتب وأمة مضغة من لا يستطيع صوما ويستعجل العذاب ويبدل نعمة الله كفرا ¿٠	0
	لقد سبقهم بشار الاسد بختراعه براميل تقتل البشر.	0
	طبعاً زياني،  لو  كان المخترع عربي سيفكر كما تفكر	0
	الدوله الاسلاميه باقيه . باقيه انشاء الله لانهم اسياد المعارك على الارض هم اسياد الارض والبر والبرار وساحات الوغى يامن تخافون من المعارك البريه . انظروا الى الدوله الاسلاميه اسياد المعارك البريه .	0
	إن كثرة العدد لاتنفع للظالمني، على رغم تعاونهم مع كافة الصالبين ومن معهم من المسليمن....	-1
	قرُبَ اللقاءُ يا بغدادُ -والوعدُ موفٍ منَ الآسادُ	0
	منصوره دولتنا دولة العز.	0
	لعشائر التي تقاتل إلى جانب جيش الشيعة و عملاء إيران ليس لها أية كرامة و لا وطنية و سيحاسبكم التاريخ على خيانتكم لأهل السنة	-1
	القادم اعضم مادما ايران تتدخل داعش تتقوا	0
	ابحث في الانترنت عن التقرير المصور: (صور جديدة لتقدم جنود الدولة الإسلامية وتطهيرهم ما تبقى من الجيش الشيعي في مصفاة بيجي)	-1
	بعض المنافقين ساءهم الخبر كأنه واقع على رافضي .	-1
	التقرير المرئي: ( هُجُوم الأُباة على المُرتدين في المصفاة)	-1
	لجيش العراقس الحالي هو جيش للشيعه المجوس المؤيدين لإيران. هم أصلا ممسوحه أدمغتهم فكيف بدك تمسحها. العفوا شيء جميل ولكن هؤلاء الناس حالى ميئوس منها.	-1
	اللهم أنصرالدولة الاسلامية على بقايا التتاروالمغول....	-1
	لن تنفع انتصارات دولة الخرافة، ما دام كل العراقيين ضدهم واكثرية المسلمين في العالم، سيهزمون عاجلا او اجلا باذن الله، لانه تنظيم فاشل مبني على الجهل وبعيد كل البعد من الدين الاسلام الصحيح .	-1
	أيها المجاهدون السنة لا ترحموا عملاء إيران لا ترحموا جنود المالكي و العبادي و طغاة بغداد لا تأسروا منهم أحدا ، دمروا المصفاة	-1
	الاسلام او الجزية او السيف.... قا سفارات قال...	-1
	بالله عليك مالك و ما للشان العراقي ؟ اذهب وابحث عن عمل او حاول ان تبوس يد ولي العهد احسنلك	-1
	إخوانك يلطمون الآن في كربلاء إذهب و شاركهم أحزانهم	0
	و هل من يقاتل خلف ايران و امريكا مسلم؟ فعلا الهزيمه المذله تجعل الانسان يشعر بالهذيان احيانا	-1
	واش رأيك في الدين الإسلامي الصحيح اهو دين المتعة والتقية ام دين العلمانية وحريت التعبير وشتم الإسلام ام دين الوطنية الدموية البليدة التي فرقت بين المسلمين	-1
	الآن !! فرصتك الثمينة بجني الارباح الخياليه والانطلاق بتميز نحو المصاف الأولى التجارية ؛ وهذه المره ليس عبر تداول العملات ... بل من خلال بيع الدشاديش بالرمادي ...	-1
	يا رافع الرأس .	0
	هل انتم لا تعرفون او تاجاهلوا ما مدي قرف الاوربيين  من المسلميين عامه و الاسلاممين خاصه . اذا هل تعتقدوا ان اي قاضي في فرانسا سوف ينظر لذلك الدعوه . انكم تحلمون.	-1
	قلك دولة كبيرة؟ .دولة تتسول من أجل الفول و العيش هاهاهاهاها	-1
	إرهابيين شيعة يقتلون إرهابيين سنة ههههه نتخلّص من الإرهابيين دفعة واحدة. عاشت هوازن ! عاشت إسرائيل!	-1
	إرهابيين شيعة يقتلون إرهابيين سنة. ههههه. اللعنة على محمد المنيوك و اله و أصحابه اجمعين. عاشت هوازن ! عاشت إسرائيل!	-2
	انت تعلق وكانك تتكلم مع اطفال....اي هزيمة تتكلم عليها وانتم معاكم العالم كله ولم تستطيعوا فعل شي يذكر؟ ولا رمي القنابل وقتل النساء والاطفال عندك هزيمة للدولة؟	-1
	لك شو قصف التحالف هاذا يدمر السيارة ويخلي الدوشكا سليمة!!!	-1
	صدقت نحن الانباريون ننتظر أن يدخل الحشد الشيعي البطل ليفعلوا بنا من قتل واغتصاب وتهجير وسرقة كما فعلوا في جرف الصخر والسعدية وجلولاء وبني سعد وتكريت	-1
	الشيعة كفار يجب محاربتهم وطردهم من كل مكان	-1
	بعدك تكتب يا ابو(يومين وثلاثة) (ويل يومئذ للمكذبين)	-1
	مسكين الله يشفيك.	-1
	ياهدا أخجل اما تستحي هو انت لبتجاهد اذا كان الصومال ستحرر فمن امثالك وكل المرتدين والعملاء أولا وأهل الصليب بعدكم  انشاء الله.	-1
	يا مرحب باخوننا تيجان الراس يا مرحب بجنود الخلافة ، دونكم الارض ارضنا ونحن تحت احتلال الان انتم تجابهون خط اليهود الاول .	0
	الاردن يمكنه أن يرسل طائراته لقصف الدواعش بعيدا عن اجوائه و عندما يصلون إلى عتباته يكتفي باسعاف المصابين العراقيين فأين القوات البرية أليس من واجب الجار صون عرض جاره فلما تلقبون أنفسكم بالنشامى يا.	-1
	الحمد لله على هذا الخبر المفرح ان شاء الله يتم تحرير المعبر ومنطقة الوليد	0
	اين النائحات المستأجرات من هذه المجازر في حق الابرياء ؟... لعنة الله على الصليبيين واخذيتهم الخائنين	-1
	أن شاء الله يكون من بين هؤلاء القوّات مسلم شريف يحب الله ورسله وله ولاء للمؤمنين ويوجّه سلاحه إلى هؤلاء المجرمين ويبيد منهم مايقدّره الله.  الى جهنّم وبئس المصير يا قتلة الأطفال.	-1
	واين مسلمين البترول او يمدوه لاسيادهم اليهوذ	-1
	لماذا لا يذهبون إلى مناطق داعش؟	0
	العالم يتقدم و رعات الارهاب يتخلفون! الشرخ يزيد و الجهل هو عدو البشر و الاسلام الاول!!!	-1
	ما تقوم به السعودية جريمة حرب وإرهاب دولة ضد الشعب اليمني تعلن عن هدنه وتواصل القصف. قبل سنوات أجبرت السعودية اليمنيين بالقبول بصالح ولما لم ينصاع لهواها اليوم تجبرهم بالقبول بالمستقيل هادي.	-1
	انتم العملاء الخونة ولستم المقاومة	-1
	سرير العمليات لا طاولة العمليات	0
	اذا كنا كيان استيطاني فانتم كيان شيطاني	-1
	الاعراب احقر شعب خلقه الله .حقارة العرب تجاوزت حتى حقارة الزواحف والحشرات. الجيف اكثر قيمة من اشرف عربي ان وجد اصلا عربيا شريفا في عصر العولمة وحقوق الانسان.	-1
	ابصق على وجهك ووجه كل كذاب مثلك وعلى وجه كل عربي حقير	-1
	لو اعطت السعودية ١ بالمائة من صوريخها التي تلقيها على اليمن لزالت اسرائيل	-1
	من الواضح من الصورة المرفقة مع الخبر ان الطعن في الظهر ! فهل يستطيع الفلسطيني ان يجابه الاسرائيلي وجها لوجه كما واجه داود الاسرائيلي جالوت الفلسطيني وقتله؟؟!!	-1
	الامريكيين متدينيين الا لا تغلط	-1
	سلمان وهادي يتحملان مسؤلية مقتل وتشريد آلاف اليميين	-1
	يااهل يافع لو تكفونا خيركم وشركم كان اصلح لنا ولكم واسلم لقلوبنا وقلوبكم وصدورنا وصدوركم ولكن اوحرت الصدور ونشرتم الفرقه والشقاق وبعدين يجي لك واحد مغبر من اخرالدنيا	-1
	الامارات تبغي كذيه	-1
	أين العالم؟ العالم يا مساكين هو في شطئ بحر نيس مع العريات ثم طرد منه و هو الان في المغرب و طائرته تدمر بلادكم.	-1
	مافعلوا حكام اليهود بالامة	-1
	احمد برواري اذا كنت تنتقد البككة او البرزاني نتفهم ذلك ولكن تدافع عن تركيا لايفعلها الا تركماني بعثي حاقد بالمناسبة انت نسيت ان تدافع عن صدام وعلي كيمياوي	-1
	يتحمل سلمان وهادي ذنب كل من قتل وجرح وشرد بسبب هذه الحرب. التي ستصيب السعوديين باللعنه. قبل سنوات اجبرت السعودية اليميين بالقبول بصالح والان بجبرهم بهادي	-1
	يعني انت يا اخ صالخ مستعد تقتل لاجل من يدفع اكثر.كلامك صحيح ان اطلاق اسم الحوثيين على الشعب المحارب كله غلطان فلو قالوا اكثرهم كهلان  لكان اقرب للواقع.	-1
	الموت للحوني ؟!	-1
	هذا الجرذي إذا حاصرته واحكمت عليه الحصار يبدأ عملية التخريب حتا لو لم يجد شي يقتل نفسه وهذا هم الحوثيين والمخلوع ....!!!!	-1
	هذه جعجعة أسوء من السكوت ! !	-1
	هكذا يذهب الانسان الى الجنه وليس بواسطه التفكير وقطع الروءوس  والتطبيل  للقتله والإرهابيين ،، ايا امه ضحكت من جهلها الامم.     شكل أمريكا باقيه وتتمدد.  أسفي عليكم ايها العرب	-1
	"لست طبيب ولكن لا أعتقد انك هناك مرض ""سيلفايتيس"" بل ربما ان الشخص شبه متخلف فقط"	-1
	الى المحرر, الرجاء التأكد من مصداقية المصدر لهاذا الخبر, توجد مقالة اللاندبندنت عام 2014 تقول ان هذا الخبر (و هو قديم) أنه مجرد اشاعات !!	0
	عيب عليكي يا الجزيرة أن تنشري خبر غير صحيح. الخبر إنتشر عن طريق النكته منذ حوالي ألسنة.	0
	مادام طالبان نفت مسؤوليتها فجنود الدولة وراءه، اضربوهم حيث ثقفتموهم	-1
	ثلاثة كلاب بين قتلى تفجير بكابل.	-1
	إنهم آساد الخلافة أصحاب الأقدام الثقيلة التي تدوس و تسحق الغزاة المتجبرين.	-1
	إسمها الدولة الإسلامية و ليس داعش.	0
	فجيش فرنسا هو الحكم بالجزائر وكفى مسرحيات وكذب	-1
	"أللهم كثر من أمثالك أخ رشيد. أنا أسكن في ألمانيا وأكاد أتميز غيظآ لما يفعله طواغيت ألعرب وبأيدي شعب يعبد ألأوثان (قد غنى لقتلة أخوته ""تسلم ألأيادي"")  جهالتة عانقت ألكفر"	-1
	الجيش الهر يبدع في الانسحابات التكتكية ويقول لك أن الدولة الاسلامية تغدر بهم بنات عمالتهم للاسد	-1
	دمكم رخيص ولحمكم رخيص و وجيهكم بارده . لعنه الله دمكم البارد الرخيص .قناه الجزيره اذا صاروامحتاجين  الدوله الاسلاميه . شفتوا الصوره والعنوان . يعرفون كيف يتغزلون فيهم .ياحلوتك يافيزه لما تبقي عايزه	-1
	اقول لبشار الاسد اما التنحى او الخيار العسكرى .................مجدى مسخره .	-1
	اقول لبشار الاسد : اما التنحى او الخيار العسكرى...........انا جدع.......مجدى مسخره .	-1
	اللعنة علي الجزيره الطائفية!	-1
	"إلى ""ثقافة "" توقعت انو الحمير اشكالم انقرضوا"	-1
	سبحان الله ارى شبيحة الاسد رجعوا للتعليق بعد اختفاء طويل الله يخليلكم ابوكم بوتين حتى يعلمكم الرجولة بدل الهروب لاوروبا ولكن هيهات هيهات فلن يرحمكم القريب والغريب ومعاكم ابوكم بوتين :)	-1
	سبحان الله ارى الشبيحة رجعوا للتعليق بعد اختفاء طويل !!!!	0
	ويمكرون ويمكر الله والله خير الماكرين. صدق الله لاعظيم	0
	يبدو ان خنازير الروس لم يستوعبوا درس جند الله في أفغانستان  فها هم يعيدون الكرة وسيخزيهم الله من جديد. إنه هو القادر على ذلك	-1
	إن شاء الله النصر للشعب السوري على الوحوش وهمجية القرون الوسطى و الفكر الوثني الوهابي والتخلف بكل أشكاله.	-1
	ومدعومين بطيران اليهود وضد الشعب السورى واعزل هذه مقاومة وممناعة المستعمرين وهم يهود	-1
	اللهم أرينا في إيران عجائبك ومعجزاتك وغضبك وإرهابك ورعبك...لقد تمادوا كارهوا الخلافة الأموية والخليفة عمر والفاتح خالد بن الوليد وعائشة رضي الله عنهم جميعاً.	-1
	يبدو ان الجزيرة تنشر ماذا تريد وحين تريد وهذا بعيد عما كانت بالامس سانتقد ايران حين اريد لانها سبب مصائبنا هي والصهاينة ان نشرتم او لم تفعلوا	-1
	بمناسبة ذكرى الحرب اذكركم بانه في 1988/8/8 جعلكم العراق لاشيء قبل ان تنقض عليه قطعان 33 دولة بمؤامرة من فهدوجابر وحافظ وحسني	-1
	إن كانوا من ورق فماذا عن الكويت والخليج؟ أرق من الورق	-1
	اترك الحشيش ياتركي وجرب القات او معسل البحرين فهو احسن لصفاء الذهن.	-1
	عشر دول  تتعاون بقصف وغارات يومية على احياء مدنيه نصرة للرئيس المستقيل هادي	-1
	الصراع؟؟فتلك حقوقك وحقوقى ولشعبى ولشعبك وان لا تطالب بها فانا اموت من اجله فمن هو ذلك العميل الذى يحتل الحكم وينهب وبل يات بالاستعمار ليتنصب	-1
	افضل طريقة لاستسلام قوات المخلوع وانهاء الحرب هو اعتقال احمد علي وتسليمة للسعوديه والضغط على المخلوع لسحب قواته من جبهات القتال	-1
	صارت لجزيره تحذف التعليقات كالمرتزقه؟!!والا نصف كلام الاخ واضح والباقي للمجامله مثل خيانه عفاش والحوثي.الا الخاين اللي يترجرج كانه  برميل فسو الاحمق الهارب.	-1
	تركوا زياره اسرائيل لك انت واسيادك تزورونها خفيه وعلانيه وتتعاونون مع اسرائيل في السر والعلن	-1
